symbol,coupon_rate,sector,industry,company_name,month_3_aver_vol
YGYIP,9.75,Retail Trade,Internet Retail,"Youngevity International, Inc.",5571
HLM-P,11.6,Retail Trade,Specialty Stores,Hillman Group Capital Trust,8392
MTBCP,11.0,Technology Services,Information Technology Services,"MTBC, Inc.",22520
GECCL,6.5,Technology Services,Internet Software/Services,"Great Elm Capital Group, Inc.",6998
CHNGU,6.0,Technology Services,Packaged Software,"Change Healthcare, Inc.",86401
AIRTP,8.0,Transportation,Air Freight/Couriers,"Air T, Inc.",3628
CMRE-PE,8.875,Transportation,Marine Shipping,Costamare Inc.,35457
CMRE-PD,8.75,Transportation,Marine Shipping,Costamare Inc.,22788
CMRE-PC,8.5,Transportation,Marine Shipping,Costamare Inc.,14778
CMRE-PB,7.625,Transportation,Marine Shipping,Costamare Inc.,7269
DSX-PB,8.875,Transportation,Marine Shipping,"Diana Shipping, Inc.",13486
DLNG-PA,9.0,Transportation,Marine Shipping,Dynagas LNG Partners LP,14920
DLNG-PB,8.75,Transportation,Marine Shipping,Dynagas LNG Partners LP,17958
GLOG-PA,8.75,Transportation,Marine Shipping,GasLog Ltd.,27465
GLOP-PA,8.625,Transportation,Marine Shipping,GasLog Partners LP,56849
GLOP-PC,8.5,Transportation,Marine Shipping,GasLog Partners LP,66599
GLOP-PB,8.2,Transportation,Marine Shipping,GasLog Partners LP,41477
GMLPP,8.75,Transportation,Marine Shipping,Golar LNG Partners LP,51096
HMLP-PA,8.75,Transportation,Marine Shipping,Höegh Lng Partners LP,39768
INSW-PA,8.5,Transportation,Marine Shipping,"International Seaways, Inc.",7702
NM-PG,8.75,Transportation,Marine Shipping,"Navios Maritime Holdings, Inc.",2353
NM-PH,8.625,Transportation,Marine Shipping,"Navios Maritime Holdings, Inc.",2125
SB-PC,8.0,Transportation,Marine Shipping,"Safe Bulkers, Inc.",7829
SB-PD,8.0,Transportation,Marine Shipping,"Safe Bulkers, Inc.",10854
SBNA,6.75,Transportation,Marine Shipping,"Scorpio Tankers, Inc.",10415
ATCO-PE,8.25,Transportation,Marine Shipping,Seaspan Corp.,44451
ATCO-PG,8.2,Transportation,Marine Shipping,Seaspan Corp.,67370
ATCO-PI,8.0,Transportation,Marine Shipping,Seaspan Corp.,42345
ATCO-PH,7.875,Transportation,Marine Shipping,Seaspan Corp.,79569
SBLKZ,8.3,Transportation,Marine Shipping,Star Bulk Carriers Corp.,8731
TGP-PA,9.0,Transportation,Marine Shipping,Teekay LNG Partners LP,29149
TGP-PB,8.5,Transportation,Marine Shipping,Teekay LNG Partners LP,57878
TOO-PE,8.875,Transportation,Marine Shipping,Teekay Offshore Partners LP,34842
TOO-PB,8.5,Transportation,Marine Shipping,Teekay Offshore Partners LP,28271
TOO-PA,7.25,Transportation,Marine Shipping,Teekay Offshore Partners LP,28158
TNP-PF,9.5,Transportation,Marine Shipping,Tsakos Energy Navigation Ltd.,40898
TNP-PE,9.25,Transportation,Marine Shipping,Tsakos Energy Navigation Ltd.,35898
TNP-PC,8.875,Transportation,Marine Shipping,Tsakos Energy Navigation Ltd.,11302
TNP-PD,8.75,Transportation,Marine Shipping,Tsakos Energy Navigation Ltd.,12291
GFLU,6.0,Transportation,Trucking,"GFL Environmental, Inc.",712277
ALP-PQ,5.0,Utilities,Electric Utilities,Alabama Power Co.,20554
AQNA,6.875,Utilities,Electric Utilities,Algonquin Power & Utilities Corp.,29378
AQNB,6.2,Utilities,Electric Utilities,Algonquin Power & Utilities Corp.,25099
AEP-PB,6.125,Utilities,Electric Utilities,"American Electric Power Co., Inc.",90329
BEP-PA,5.25,Utilities,Electric Utilities,Brookfield Renewable Partners LP,103066
CMSC,5.875,Utilities,Electric Utilities,CMS Energy Corp.,38572
CMSD,5.875,Utilities,Electric Utilities,CMS Energy Corp.,67910
CMSA,5.625,Utilities,Electric Utilities,CMS Energy Corp.,18919
CNP-PB,7.0,Utilities,Electric Utilities,"CenterPoint Energy, Inc.",161600
CMS-PB,0.0,Utilities,Electric Utilities,Consumers Energy Co.,407
DTP,6.25,Utilities,Electric Utilities,DTE Energy Co.,216266
DTY,6.0,Utilities,Electric Utilities,DTE Energy Co.,25305
DTJ,5.375,Utilities,Electric Utilities,DTE Energy Co.,24171
DTQ,5.25,Utilities,Electric Utilities,DTE Energy Co.,20969
DTW,5.25,Utilities,Electric Utilities,DTE Energy Co.,25378
DCUE,7.25,Utilities,Electric Utilities,"Dominion Energy, Inc.",116538
DRUA,5.25,Utilities,Electric Utilities,"Dominion Energy, Inc.",69900
DUK-PA,5.75,Utilities,Electric Utilities,Duke Energy Corp.,119409
DUKB,5.625,Utilities,Electric Utilities,Duke Energy Corp.,50211
DUKH,5.125,Utilities,Electric Utilities,Duke Energy Corp.,42774
EAB,4.9,Utilities,Electric Utilities,Entergy Arkansas LLC,13060
EAI,4.875,Utilities,Electric Utilities,Entergy Arkansas LLC,34268
EAE,4.75,Utilities,Electric Utilities,Entergy Arkansas LLC,14811
ELJ,5.25,Utilities,Electric Utilities,Entergy Louisiana LLC,18437
ELC,4.875,Utilities,Electric Utilities,Entergy Louisiana LLC,22601
ELU,4.7,Utilities,Electric Utilities,Entergy Louisiana LLC,9991
EMP,4.9,Utilities,Electric Utilities,Entergy Mississippi LLC,19192
ENO,5.5,Utilities,Electric Utilities,Entergy New Orleans LLC,13207
ENJ,5.0,Utilities,Electric Utilities,Entergy New Orleans LLC,3087
EZT,5.625,Utilities,Electric Utilities,"Entergy Texas, Inc.",9308
ETI-P,5.375,Utilities,Electric Utilities,"Entergy Texas, Inc.",4822
GNE-PA,0.0,Utilities,Electric Utilities,Genie Energy Ltd.,9648
GPJA,5.0,Utilities,Electric Utilities,Georgia Power Co.,24142
IPLDP,5.1,Utilities,Electric Utilities,Interstate Power & Light Co.,22009
JE-PA,8.5,Utilities,Electric Utilities,"Just Energy Group, Inc.",18062
NEE-PP,5.279,Utilities,Electric Utilities,"NextEra Energy, Inc.",0
NEE-PO,4.872,Utilities,Electric Utilities,"NextEra Energy, Inc.",310520
SCE-PE,4.78,Utilities,Electric Utilities,Southern California Edison Co.,5568
SCE-PD,4.32,Utilities,Electric Utilities,Southern California Edison Co.,2338
SCE-PC,4.24,Utilities,Electric Utilities,Southern California Edison Co.,3038
SCE-PB,4.08,Utilities,Electric Utilities,Southern California Edison Co.,2954
SPKEP,8.75,Utilities,Electric Utilities,"Spark Energy, Inc.",14278
SOJA,6.25,Utilities,Electric Utilities,The Southern Co.,114499
SOJB,5.25,Utilities,Electric Utilities,The Southern Co.,62581
SOJC,5.25,Utilities,Electric Utilities,The Southern Co.,41159
SOJD,4.95,Utilities,Electric Utilities,The Southern Co.,553395
NI-PB,6.5,Utilities,Gas Distributors,"NiSource, Inc.",38425
SREA,5.75,Utilities,Gas Distributors,Sempra Energy,107329
SJIU,7.25,Utilities,Gas Distributors,"South Jersey Industries, Inc.",45065
SJIJ,5.625,Utilities,Gas Distributors,"South Jersey Industries, Inc.",27573
SR-PA,5.9,Utilities,Gas Distributors,"Spire, Inc. (Missouri)",30533
WTRU,6.0,Utilities,Water Utilities,"Aqua America, Inc.",120268
